sku,description,brand,upc,unit_weight,price,classification,notes,
IMG-014411,IMAGE-I CONCEAL FLAWLESS FOUNDATION SPF 30-POCELAIN 30 ML/1 OZ,IMAGE,819984014411,0.06,50,SKINCARE,,
IMG-014435,IMAGE-(ICEU-201N) I CONCEAL FLAWLESS FOUNDATION NATURAL 1 OZ(CO:- MADE IN USA),IMAGE,819984014435,0.06,50,SKINCARE,,
IMG-014459,IMAGE-(ICEU-202N) I CONCEAL FLAWLESS FOUNDATION BROAD SPECTURM SPF30 SUNSCREEN 1 OZ/28 G,IMAGE,819984104459,9.9999,50,SKINCARE,,
IMG-014473,IMAGE-(ICEU-203N) I CONCEAL FLAWLESS FOUNDATION SUEDE 1 OZ(CO:- MADE IN USA),IMAGE,819984014473,0.06,50,SKINCARE,,
IMG-014497,IMAGE-I CONCEAL FLAWLESS FOUNDATATION TOFFEE 30 ML/1 OZ(CO:- MADE IN USA),IMAGE,819984014497,0.1,50,SKINCARE,,
IMG-014527,IMAGE-I BEAUTY FACIAL WIPES-30 TOWELETTES(CO:- MADE IN USA),IMAGE,819984014527,,14.5,SKINCARE,,
IMG-014541,IMAGE-PREVENTION +DAILY MATTE MOISTURIZER SPF 30 94 ML/3.2 OZ(CO:- MADE IN USA),IMAGE,819984014541,,52,SKINCARE,,
IMG-014602,IMAGE-(PPEU-303N)PREVENTION DAILY ULTIMATE PROTECTION MOISTURIZER 50SPF/FPS 3.2 OZ/91GR(CO:- MADE IN USA),IMAGE,819984014602,0.2,50,SKINCARE,,
IMG-014664,IMAGE-I MASK HYDRATING HYDROGEL SHEET MASK-5 PACK BACK BAR (CO:-MADE IN USA),IMAGE,819984014664,,,SKINCARE,,
IMG-014916,IMAGE-(OEU-207N) ORMEDIC BALANCING GEL POLISHER 91GR,IMAGE,819984014916,0.2,41,SKINCARE,,
IMG-014930,IMAGE-(OEU-201N) ORMEDIC BALANCING ANTI-OXIDANT SERUM 1 OZ(CO:- MADE IN USA),IMAGE,819984014930,0.06,62,SKINCARE,,
IMG-014947,IMAGE-(OEU-300N) ORMEDIC BALANCING FACIAL CLEANSER 6 OZ(CO:- MADE IN USA),IMAGE,819984014947,0.75,36,SKINCARE,,
IMG-014954,IMAGE-(OEU-203N) ORMEDIC BALANCING GEL MASQUE 2 OZ,IMAGE,819984014954,0.125,39,SKINCARE,,
IMG-014961,IMAGE- (OEU-207N) ORMEDIC BALANCING GEL POLISHER 3.2 OZ/91GR (PRO),IMAGE,819984014961,0.2,41,SKINCARE,,
IMG-014961-X,IMAGE- (OEU-207N) ORMEDIC BALANCING GEL POLISHER 3.2 OZ/91GR (PRO),,819984014961,,31,SKINCARE,,
IMG-014978,IMAGE-(OEU-202N) ORMEDIC BALANCING BIO PEPTIDE CR?ME 2 OZ(CO:- MADE IN USA),IMAGE,819984014978,0.125,79,SKINCARE,,
IMG-014985,IMAGE-(O-205N) ORMEDIC BALANCING LIP ENHANCEMENT COMPLEX 0.25 OZ(CO:- MADE IN USA),IMAGE,819984014985,0.015,26,SKINCARE,,
IMG-014985-D,IMAGE-(O-205N) ORMEDIC BALANCING LIP ENHANCEMENT COMPLEX 0.25 OZ,IMAGE,819984014985,0.015,26,SKINCARE,,
IMG-014985-X,IMAGE-(O-205N) ORMEDIC BALANCING LIP ENHANCEMENT COMPLEX 0.25 OZ,,819984014985,,26,SKINCARE,,
IMG-014992,IMAGE-(OEU-204N) ORMEDIC BALANCING EYE LIFT GEL 0.5 OZ(CO:- MADE IN USA),IMAGE,819984014992,0.03,56,SKINCARE,,
IMG-014992-X,IMAGE-(OEU-204N) ORMEDIC BALANCING EYE LIFT GEL 0.5 OZ(CO:- MADE IN USA),,819984014992,,52,SKINCARE,,
IMG-015005,IMAGE-(OEU-206N) ORMEDIC TINTED LIP ENHANCEMENT COMPLEX 0.25 OZ,IMAGE,819984015005,0.015,20,SKINCARE,,
IMG-015043,IMAGE- DAILY TINTED MOISTURIZER SPF 30 6 OZ,IMAGE,819984015043,9.9999,30.5,SKINCARE,,
IMG-015067,IMAGE-(PPEU-301N)  PREVENTION+DAILY TINTED MOISTURIZER SPF 30  3.2 OZ/91 GR (CO:-MADE IN USA),IMAGE,819984015067,0.2,47,SKINCARE,,
IMG-015074,IMAGE- (PPEU-302N) PREVENTION+ DAILY HYDRATING MOSTURIZER SPF 30 3.2 OZ,IMAGE,819984015074,0.2,50,SKINCARE,,
IMG-015111,IMAGE- TOTAL P00URE HYALURONIC FILLER 1 OZ (CO:- MADE IN USA),IMAGE,819984015111,9.9999,76,SKINCARE,,
IMG-015142,IMAGE-THE MAX CONTOUR GEL CREME 1.7 OZ/50 ML(CO:- MADE IN USA),IMAGE,819984015142,0.1,116,SKINCARE,,
IMG-015142-D,IMAGE-THE MAX CONTOUR GEL CREME 1.7 OZ/50 ML(CO:- MADE IN USA),,819984015142,,116,SKINCARE,,
IMG-015159,IMAGE-THE MAX WRINKLE SMOOTHER 0.5 OZ/15 ML(CO:- MADE IN USA),IMAGE,819984015159,0.03,84,SKINCARE,,
IMG-015227,IMAGE-PREVENTION DAILY DEFENSE LIP ENHANCER 15 SPF/FPS  0.25 OZ/7 GR(CO:- MADE IN USA),IMAGE,819984015227,0.015,26,SKINCARE,,
IMG-015234,IMAGE-(BBEU-303N)PREVENTION+ DAILY ULTIMATE MOISTURIZER SPF 50 6 OZ/177 ML (CO:- MADE IN USA),IMAGE,819984015234,0.37,48,SKINCARE,,
IMG-015234-X,IMAGE-(BBEU-303N)PREVENTION+ DAILY ULTIMATE MOISTURIZER SPF 50 6 OZ/177 ML,,819984015234,,48,SKINCARE,,
IMG-015241,IMAGE-PREVENTION+DAILY ULTIMATE PROTECTION MOISTURIZER SPF 50 7 GR/0.25 OZ (CO:-MADE IN USA),IMAGE,819984015241,0.01,14,SKINCARE,,
IMG-015548,IMAGE-ORMEDIC BALANCING FACIAL CLEANSER 6 OZ/177 ML (66 EA/CS),IMAGE,819984015548,0.3,36,SKINCARE,,
IMG-015548-D,IMAGE-ORMEDIC BALANCING FACIAL CLEANSER 6 OZ/177 ML (66 EA/CS),,819984015548,,36,SKINCARE,,
IMG-015548-X,IMAGE-ORMEDIC BALANCING FACIAL CLEANSER 6 OZ/177ML MADE IN USA,,819984015548,,36,SKINCARE,,
IMG-015760,IMAGE-HYDRATING ESSENTIALS(VITAL C-HYDRATING ANTI-AGING SERUM 50 ML/1.7 OZ (CO:-MADE IN USA),IMAGE,819984015760,0.68,165.61,SKINCARE,,
IMG-015777,"IMAGE-AGE-DEFYING ESSENTIALS( THE MAX-STEM CELL FACIAL CLEANSER 4 OZ,118ML/AGELESS-TOTAL ANTI-AGING SERUM 1.7 OZ,50 ML/PREVENTION+ DAILY ULTIMATE MOISTURIZER SPF 50 3.2 OZ,91 GR) (12 EA/CS)",IMAGE,819984015777,0.55,163.57,SKINCARE,,
IMG-015791,"IMAGE-BRIGHTENING ESSENTIALS(ORMEDIC-INTENSE BRIGHTENING SERUM 1 OZ,30ML/PREVENTION+ DAILY MATTE MOISTURIZER OIL-FREE SPF32 3.2 OZ,91 GR/ORMEDIC-BALANCING FACIAL CLEANSER 6 OZ,177 ML) (12 EA/CS)",IMAGE,819984015791,0.63,136.42,SKINCARE,,
IMG-015791-D,"IMAGE-BRIGHTENING ESSENTIALS(ORMEDIC-INTENSE BRIGHTENING SERUM 1 OZ,30ML/PREVENTION+ DAILY MATTE MOISTURIZER OIL-FREE SPF32 3.2 OZ,91 GR/ORMEDIC-BALANCING FACIAL CLEANSER 6 OZ,177 ML) (12 EA/CS)",IMAGE,819984015791,0.63,136.42,SKINCARE,,
IMG-015845,IMAGE-VITAL C HYDRATING ANTI-AGING SERUM 3.4 OZ/100 ML(CO:- MADE IN USA),IMAGE,819984015845,0.21,115,SKINCARE,,
IMG-016033,IMSGE-ILUMA INTENSE FACIAL ILLUMINATOR 30 ML/1 OZ(CO:- MADE IN USA),IMAGE,819984016033,0.1,67.5,SKINCARE,,
IMG-016040,IMAGE-VITAL C HYDRATING FACIAL MIST 2.3 OZ/68 ML(CO:-MADE IN USA),IMAGE,819984016040,0.14,40,SKINCARE,,
IMG-016040-D,IMAGE-VITAL C HYDRATING FACIAL MIST 2.3 OZ/68 ML(CO:-MADE IN USA),IMAGE,819984016040,0.14,40,SKINCARE,,
IMG-016132,IMAGE-ORMEDIC BALANCING FACIAL CLEANSER 6 OZ/177 ML (CO:-MADE IN USA),IMAGE,819984016132,0.37,38,SKINCARE,,
IMG-016149,IMAGE-(BB-311)ORMEDIC BALANCING FACIAL CLEANSER 12 OZ/354 ML (CO:- MADE IN USA),IMAGE,819984016149,0.74,39,SKINCARE,,
IMG-016170,IMAGE-(PPEU-402)DAILY HYDRATING MOISTURIZER SPF 30 NEW 3.2 OZ(CO:- MADE IN USA),IMAGE,819984016170,0.2,52,SKINCARE,,
IMG-016170-D,IMAGE-(PPEU-402)DAILY HYDRATING MOISTURIZER SPF 30 NEW 3.2 OZ,IMAGE,819984016170,0.2,52,SKINCARE,,
IMG-016323,IMAGE-PREVENTION+DAILY MATTE MOISTURIZINGSPF 30 6 OZ/170GR (CO:-MADE IN USA),IMAGE,819984016323,0.3,,SKINCARE,,
IMG-016415,IMAGE-(IL-200)ILUMA INTENSE BRIGHTENING EXFOLIATING CLEANSER 118 ML/ 4 OZ,IMAGE,819984016415,0.25,38,SKINCARE,,
IMG-016507,IMAGE-(cc-200)CLEAR CELL SALLCYLIC GEL CLEANSER 177 ML/6 OZ(CO:- MADE IN USA),IMAGE,819984016507,,35,SKINCARE,,
IMG-016538,IMAGE-CLEAR CELL CLARIFYING ACNE LOTION 50 ML/1.7 OZ(CO:- MADE IN USA),IMAGE,819984016538,,42,SKINCARE,,
IMG-016552,IMAGE-CLEAR CELL CLARIFYING SALICYLIC LOTION 1.7 OZ,IMAGE,819984016552,,,SKINCARE,,
IMG-016576,IMAGE-CLEAR CELL MATTIFYING MOISTURIZER 60 ML/2 OZ(CO:- MADE IN USA),IMAGE,819984016576,,59,SKINCARE,,
IMG-016583,IMAGE-(CC-206)CLEAR CELL RESTORING SERUM 30 ML/1 OZ(CO:- MADE IN USA),IMAGE,819984016583,,46,SKINCARE,,
IMG-016606,IMAGE-CLEAR CELL SALICYCLIC CLARIFYING PADS-60 PADS(CO:-MADE IN USA),IMAGE,819984016606,,32,SKINCARE,,
IMG-016613,IMAGE-(CC-104n)CLEAR CELL SALICYCLIC CLARIFYING TONIC 118 ML/4 OZ(CO:- MADE IN USA),IMAGE,819984016613,,26,SKINCARE,,
IMG-016613-D,IMAGE-(CC-104 n)CLEAR CELL SALICYCLIC CLARIFYING TONIC 118 ML/4 OZ(CO:- MADE IN USA),IMAGE,819984016613,0.25,26,SKINCARE,,
IMG-016972,IMAGE-AGE DEFYIG ESSENTIALS TRIAL KIT (CO:- MADE IN USA),IMAGE,819984016972,,11,SKINCARE,,
IMG-017252,IMAGE-CLEAR CELL CLARIFYING SAICYLIC MASQUE 59 ML/2 OZ(CO:- MADE IN USA),IMAGE,819984017252,0.1,37,SKINCARE,,
IMG-017429,IMAGE-MD TRAVEL-TRIAL KIT(CO:- MADE IN USA),IMAGE,819984017429,,,SKINCARE,,
IMG-017443,IMAGE-PREVENTION + DAILY TINTED MOISTURIZER 3.2OZ/91G,,819984017443,,50,SKINCARE,,
IMG-017689,IMAGE-ORMEDIC BALANCING ANTI-OXIDANT SERUM 1 OZ/30ML,IMAGE,819984017689,0.06,66,SKINCARE,,
IMG-017689-D,IMAGE-ORMEDIC BALANCING ANTI-OXIDANT SERUM 1 OZ/30ML,IMAGE,819984017689,0.1,66,SKINCARE,,
IMG-017719,IMAGE-ORMEDIC BALANCING EYE LIFT GEL 15 ML/0.5 OZ,IMAGE,819984017719,0.03,,SKINCARE,,
IMG-104459,IMAGE-I CONCEAL FLAWLESS FOUNDATION BEIGE 30 ML/1 OZ(CO:-MADE IN USA),IMAGE,819984104459,0.1,50,SKINCARE,,
IMG-1157,IMAGE- BODY SPA EXFOLIATING BODY SCRUB 16 OZ (PRO),IMAGE,819984010529,9.9999,83,SKINCARE,,
IMG-401383,IMAGE-VITAL C HYDRATING ANTIOXIDANT A C E SERUM 1 OZ/30 ML,IMAGE,81998401383,0.06,70,SKINCARE,,
IMG-568923,IMAGE-(BB-211N) ORMEDIC BALANCING FACIAL CLEANSER 2 OZ,IMAGE,885154568923,,58,SKINCARE,,
IMG-761651,IMAGE-(IL-107N)ILUMA INTENSE BRIGHTENING EYE CREME 15ML,IMAGE,692753761651,0.33,76,SKINCARE,,
IMG-CONCEAL MAHOGANY TESTER,IMAGE-I CONCEAL FLAWLESS FOUNDATION MAHOGANY 30 ML/1 OZ(CO:- MADE IN USA),IMAGE,NO UPC,0.1,50,SKINCARE,,
IMG-ORMEDIC-301,IMAGE-BALANCING ANTI-OXIDANT SERUM 1 OZ/30ML,IMAGE,819984017689,0.06,,SKINCARE,,
IMG-PROBIOTIC MASK,IMAGE-PURIFYING PROBIOTIC MASK 0.25 0Z/7 GR( 5 PACK),IMAGE,NO UPC,0.0003,,SKINCARE,,
IMG-YOUTH SERUM,IMAGE-(TP-154) MD RESTORING YOUTH SERUM WITH  ADT  0.1 0Z/3ML (PACK OF 10) SAMPLES,IMAGE,NO UPC,0.1,90,SKINCARE,,
IMG-YOUTH SERUM-X,IMAGE-(TP-154) MD RESTORING YOUTH SERUM WITH  ADT  0.1 0Z/3ML (PACK OF 10) SAMPLES,,NO UPC,,90,SKINCARE,,
INDICAID-RAPID TEST,INDICAID-COVID-19 RAPID ANTIGEN TEST (25 TEST),INDICAID,NO UPC,,75,HEALTHCARE,,
INTL-SM-ACNELOTION-3300,SM-INTL-Acne Treatment Lotion2 oz.,SKIN MEDICA INTL,300234965022,9.9999,56,SKINCARE,,
INTL-SM-ACNESYSSET -3310,"SM-INTL-Acne System (Foaming Wash, Toner, Lotion)",SKIN MEDICA INTL,300234966005,9.9999,108,SKINCARE,,
INTL-SM-AHACLEANSER-2505,SM-INTL-AHA/BHA Exfoliating Cleanser6 oz.,SKIN MEDICA INTL,367402325057,9.9999,48,SKINCARE,,
INTL-SM-AHACREAM-1566,SM-INTL-AHA/BHA Cream2 oz.,SKIN MEDICA INTL,300234929024,9.9999,46,SKINCARE,,
INTL-SM-C+E-1500,SM-INTL-Vitamin C + E Complex1 oz.,SKIN MEDICA INTL,367402315003,9.9999,106,SKINCARE,,
INTL-SM-CERMAMIDE-2731,SM-INTL-TNS Ceramide Treatment Cream2 oz.,SKIN MEDICA INTL,367402327310,9.9999,72,SKINCARE,,
INTL-SM-DEFREPAIR-,SM-INTL-TOTAL DEFENSE & REPAIR SPF 34 2.3 OZ2.3OZ,SKIN MEDICA INTL,NO UPC,9.9999,70,SKINCARE,,
INTL-SM-DEFREPAIRSPF50,SM-INTL-TOTAL DEFENSE & REPAIR SPF 50 2.3 OZ,SKIN MEDICA INTL,NO UPC,9.9999,70,SKINCARE,,
INTL-SM-DEFREPAIRTINTED,SM-INTL-TOTAL DEFENSE & REPAIR SPF 34 TINTED 2.3 OZ2.3,SKIN MEDICA INTL,NO UPC,9.9999,70,SKINCARE,,
INTL-SM-DERMAL-2800,SM-INTL-Dermal Repair Cream1.7 oz.,SKIN MEDICA INTL,300234959175,9.9999,134,SKINCARE,,
INTL-SM-ENVIRON-3210,SM-INTL-Environmental Defense Sunscreen SPF 50+ with UV ProPlex3 oz.,SKIN MEDICA INTL,NO UPC,9.9999,,SKINCARE,,
INTL-SM-EYEREPAIR-1621,SM-INTL-TNS Eye Repair0.5 oz.,SKIN MEDICA INTL,367402316215,9.9999,106,SKINCARE,,
INTL-SM-FACIALCLEANSER16OZ(PRO),SM-INTL-Facial Cleanser16 OZ,SKIN MEDICA INTL,300234944164,9.9999,,SKINCARE,,
INTL-SM-FACIALCLEANSER6OZ-2501,SM-INTL-Facial Cleanser6 oz.,SKIN MEDICA INTL,367402325019,9.9999,40,SKINCARE,,
INTL-SM-GLYPROANTI6OZ(PRO),SM-INTL-GlyPro Antioxidant Serum1 oz.,SKIN MEDICA INTL,NO UPC,9.9999,125,SKINCARE,,
INTL-SM-GLYPROCREAM2OZ,SM-INTL-GlyPro Renewal Cream2 oz.,SKIN MEDICA INTL,NO UPC,9.9999,94,SKINCARE,,
INTL-SM-GLYPROEXFO6OZ(PRO),SM-INTL-GlyPro Exfoliating Cleanser6 oz.,SKIN MEDICA INTL,NO UPC,9.9999,48,SKINCARE,,
INTL-SM-GLYSYS,SM-INTL-The GlyPro System,SKIN MEDICA INTL,NO UPC,9.9999,,SKINCARE,,
INTL-SM-HYDRA-1520,SM-INTL-Hydrating Complex1 oz.,SKIN MEDICA INTL,300234920014,9.9999,88,SKINCARE,,
INTL-SM-ILLUEYE-1602,SM-INTL-TNS Illuminating Eye Cream0.5 oz.,SKIN MEDICA INTL,367402316024,9.9999,92,SKINCARE,,
INTL-SM-ILLUPEELSET,SM-INTL-ILLUMINIZE PEEL MULTI PACK,SKIN MEDICA INTL,300234943068,9.9999,,SKINCARE,,
INTL-SM-LIPPLUMP-1702,SM-INTL-TNS Lip Plump System0.05 oz,SKIN MEDICA INTL,NO UPC,9.9999,68,SKINCARE,,
INTL-SM-LYTERA-1420,SM-INTL-Lytera Skin Brightening Complex2.0 oz.,SKIN MEDICA INTL,300234911036,9.9999,154,SKINCARE,,
INTL-SM-LYTERASYSRETI-0.5-1431,SM-INTL-Lytera Skin Brightening System w/ Retinol 0.5,SKIN MEDICA INTL,NO UPC,9.9999,,SKINCARE,,
INTL-SM-LYTERASYSRETI-1.0-1428,SM-INTL-Lytera Skin Brightening System w/ Retinol 1.0,SKIN MEDICA INTL,NO UPC,9.9999,,SKINCARE,,
INTL-SM-PHYDEFENSE-3203,SM-INTL-Daily Physical Defense Broad Spectrum SPF 30+ Sunscreen3 oz.,SKIN MEDICA INTL,300235079032,9.9999,,SKINCARE,,
INTL-SM-PURIFINGFOAM-2520,SM-INTL-Purifying Foaming Wash5 oz.,SKIN MEDICA INTL,300234948056,9.9999,44,SKINCARE,,
INTL-SM-RECOVERY1400,SM-INTL-TNS Recovery Complex0.63 oz.,SKIN MEDICA INTL,367402314020,9.9999,179,SKINCARE,,
INTL-SM-REDCALM-1550,SM-INTL-Redness Relief CalmPlex1.6 oz.,SKIN MEDICA INTL,300234947165,9.9999,88,SKINCARE,,
INTL-SM-REJUVETONER16OZ (PRO),SM-INTL-REJUVENTATIVE TONER16 OZ,SKIN MEDICA INTL,NO UPC,9.9999,,SKINCARE,,
INTL-SM-REJUVETONER6OZ-2600,SM-INTL-Rejuvenative Toner6 oz.,SKIN MEDICA INTL,367402326009,9.9999,38,SKINCARE,,
INTL-SM-REJUVMOIST-2720,SM-INTL-Rejuvenative Moisturizer2 oz.,SKIN MEDICA INTL,367402327204,9.9999,60,SKINCARE,,
INTL-SM-REJUVPEELSET,SM-INTL-REJUVENIZE PEEL MULTI PACK,SKIN MEDICA INTL,300234941064,9.9999,,SKINCARE,,
INTL-SM-RETI0.25-1512,SM-INTL-Retinol Complex .251 oz.,SKIN MEDICA INTL,NO UPC,9.9999,64,SKINCARE,,
INTL-SM-RETI0.5-1525,SM-INTL-Retinol Complex 0.51 oz.,SKIN MEDICA INTL,367402315256,9.9999,80,SKINCARE,,
INTL-SM-RETI1.0-1546,SM-INTL-Retinol Complex 1.01 oz.,SKIN MEDICA INTL,367402315461,9.9999,96,SKINCARE,,
INTL-SM-SCAR.5OZ-1730,SM-INTL-Scar Recovery Gel0.5 oz.,SKIN MEDICA INTL,NO UPC,9.9999,46,SKINCARE,,
INTL-SM-SCAR2OZ-1725,SM-INTL-Scar Recovery Gel2 oz.,SKIN MEDICA INTL,300234939023,9.9999,106,SKINCARE,,
INTL-SM-SENSITIVE-2511,SM-INTL-Sensitive Skin Cleanser6 oz.,SKIN MEDICA INTL,300234947066,9.9999,38,SKINCARE,,
INTL-SM-SERUM1410,SM-INTL-TNS Essential Serum1.0 oz.,SKIN MEDICA INTL,300234910114,9.9999,281,SKINCARE,,
INTL-SM-ULTIMATE-2710,SM-INTL-TNS Ultimate Daily Moisturizer with SPF20+2 oz.,SKIN MEDICA INTL,300234953029,9.9999,92,SKINCARE,,
INTL-SM-ULTRASHEER16OZ(PRO),SM-INTL-ULTRA SHEER MOISTURIZER16OZ,SKIN MEDICA INTL,367402238609,9.9999,,SKINCARE,,
INTL-SM-ULTRASHEER2OZ-2700,SM-INTL-Ultra Sheer Moisturizer2 oz.,SKIN MEDICA INTL,367402327006,9.9999,60,SKINCARE,,
INTL-SM-ULTRASHEER8OZ(PRO),SM-INTL-ULTRA SHEER MISTURIZER8OZ,SKIN MEDICA INTL,300234950165,9.9999,,SKINCARE,,
INTL-SM-UPLIFITINGEYE-1610,SM-INTL-Uplifting Eye Serum0.5 oz.,SKIN MEDICA INTL,367402316109,9.9999,60,SKINCARE,,
INTL-SM-VITAPEELSET,SM-INTL-VITALIZE PEEL MULTI PACK,SKIN MEDICA INTL,300234942061,9.9999,,SKINCARE,,
ISC-1101.004.10PK,IS CLINICAL -ACTIVE SERUM 10 SAMPLE PACK,IS CLINICAL,110100410pk,9.9999,30,SKINCARE,,
ISC-1101.015,IS CLINICAL- ACTIVE SERUM 15ML/0.5OZ (CO:-MADE IN USA),IS CLINICAL,817244010043,9.9999,88,SKINCARE,,
ISC-1101.030,IS CLINICAL-ACTIVE SERUM 30 ML/1 OZ (CO:-MADE IN USA),IS CLINICAL,817244010036,0.258,142,SKINCARE,,
ISC-1101.060,IS CLINICAL-ACTIVE SERUM 60 ML/2 OZ (CO:-MADE IN USA),IS CLINICAL,ISC1101.060,0.288,192,SKINCARE,,
ISC-1102.030,IS CLINICAL- POLY-VITAMIN SERUM 30 ML E 1 FL. OZ.,IS CLINICAL,817244010050,9.9999,115,SKINCARE,,
ISC-1102.060,IS CLINICAL- POLY VITAMIN SERUM 60ML 2 OZ (MADE IN USA),IS CLINICAL,1102060,9.9999,157,SKINCARE,,
ISC-1103.004.10PK,IS CLINICAL- HYDRA-COOL SERUM? 10 SAMPLE PACK,IS CLINICAL,ISC1103.004.10PK,9.9999,30,SKINCARE,,
ISC-1103.015,IS CLINICAL-HYDRA-COOL SERUM 15 ML/0.5 OZ(CO:-MADE IN USA),IS CLINICAL,817244010081,0.186,62,SKINCARE,,
ISC-1103.030,IS CLINICAL-HYDRA COOL SERUM 30 ML/1 OZ (CO:-MADE IN USA),IS CLINICAL,817244010074,9.9999,96,SKINCARE,,
ISC-1103.060,IS CLINICAL-HYDRA-COOL SERUM 60 ML/2 OZ (CO:-MADE IN USA),IS CLINICAL,ISC1103.060,0.282,147,SKINCARE,,
ISC-1104.004.010PK,IS CLINICAL- SUPER SERUM ADVANCE 3.75ML E 0.12 FL OZ (10 PACK),IS CLINICAL,NO UPC,9.9999,30,SKINCARE,,
ISC-1104.015,IS CLINICAL- SUPER SERUM ADVANCE+ 0.5OZ/15ML,IS CLINICAL,817244010104,2.11,95,SKINCARE,,
ISC-1104.030,IS CLINICAL-SUPER SERUM ADVANCE+ 30 ML/1 OZ (CO:-MADE IN USA),IS CLINICAL,817244010098,9.9999,158,SKINCARE,,
ISC-1104.060,IS CLINICAL-SUPER SERUM ADVANCE 60 ML/2 OZ (MADE IN USA),IS CLINICAL,NO UPC,0.298,216,SKINCARE,,
ISC-1105.004.10PK,IS CLINICAL- PRO-HEAL SERUM ADVANCE+  1 DRAM 3.75 ML 0.12 FL. OZ. (10 PACK),IS CLINICAL,110500410,9.9999,30,SKINCARE,,
ISC-1105.015,IS CLINICAL-PRO-HEAL SERUM ADVANCE+15 ML/ 0.5 OZ(CO:-MADE IN USA),IS CLINICAL,817244010128,9.9999,95,SKINCARE,,
ISC-1105.030,IS CLINICAL-PRO-HEAL SERUM ADVANCE+ 30 ML/1 OZ (CO:-MADE IN USA),IS CLINICAL,817244010111,0.258,158,SKINCARE,,
ISC-1105.060,IS CLINICAL-PRO-HEAL SERUM ADVANCE+ 60 ML/2 OZ(CO:-MADE IN USA),IS CLINICAL,1105060,0.288,216,SKINCARE,,
ISC-1106.030,IS CLINICAL- C & E SERUM ADVANCE+ 30 ML E 1 FL. OZ.,IS CLINICAL,817244010135,9.9999,64,SKINCARE,,
ISC-1107.004.10PK,IS CLINICAL- C-15 SERUM ADVANCE+  1 DRAM 3.75 ML E 0.12 FL. OZ.(10 PACK),IS CLINICAL,NO UPC,9.9999,30,SKINCARE,,
ISC-1107.015,IS CLINICAL- C-15 SERUM ADVANCE 0.5 FL OZ 15ML,IS CLINICAL,817244010166,9.9999,26,SKINCARE,,
ISC-1108.015,IS CLINICAL- WHITE LIGHTENING SERUM 15 ML/0.5 FL OZ,IS CLINICAL,817244610265,9.9999,80,SKINCARE,,
ISC-1108.030,IS CLINICAL- WHITE LIGHTENING SERUM 30 ML 1FL OZ (MADE IN USA),IS CLINICAL,817244010258,0.212,135,SKINCARE,,
ISC-1108.030-X,IS CLINICAL- WHITE LIGHTENING SERUM 30 ML/1 OZ (MADE IN USA),IS CLINICAL,817244010258,,135,SKINCARE,,
ISC-1109.030,IS CLINICAL-YOUTH SERUM 30 ML/1 OZ (MADE IN USA),IS CLINICAL,817244010586,0.62,155,SKINCARE,,
ISC-1110.015,IS CLINICAL-GENEXC SERUM 15 ML/0.5 OZ (CO:MADE IN USA),IS CLINICAL,817244010944,0.031,105,SKINCARE,,
isc-1110.030,IS CLINICAL-GENEXC SERUM 30ML/1 OZ,IS CLINICAL,817244010890,0.06,170,SKINCARE,,
ISC-1201.050,IS CLINICAL- FIRMING COMPLEX 50 G E NET WT. 1.7 OZ. (MADE IN USA),IS CLINICAL,817244010180,9.9999,135,SKINCARE,,
ISC-1201.050-X,IS CLINICAL- FIRMING COMPLEX 50 G E NET WT. 1.7 OZ. (MADE IN USA),IS CLINICAL,817244010180,9.9,135,SKINCARE,,
ISC-1212.015,IS CLINICAL-C EYE SERUM ADVANCE+ 15 ML/ 0.5 OZ (CO:-MADE IN USA),IS CLINICAL,817244010173,0.186,65,SKINCARE,,
ISC-1301.050,IS CLINICAL-MOISTURIZING COMPLEX 50 GR/1.7 OZ (CO:-MADE IN USA),IS CLINICAL,817244010197,0.344,95,SKINCARE,,
ISC-1301.120,IS CLINICAL- MOISTURIZING COMPLEX 120 G E NET WT. 4 OZ (MADE IN USA),IS CLINICAL,ISC1301.120,0.574,143,SKINCARE,,
ISC-1302.120,IS CLINICAL -CREAM CLEANSER 120ML/40Z,IS CLINICAL,817244010845,0.25,48,SKINCARE,,
ISC-1303.050,IS CLINICAL- TRI- ACTIVE EXFOLIANT 50G E NET WT. 1.7 OZ,IS CLINICAL,817244010609,0.218,30,SKINCARE,,
ISC-1304.050,IS CLINICAL-REPARATIVE MOISTURE EMULSION 50 GR/1.7 OZ (CO:-MADE IN USA),IS CLINICAL,817244010616,0.106,105,SKINCARE,,
ISC-1305.120,IS CLINICAL-WARMING HONEY CLEANSER 4 OZ/120 GR (CO:-MADE IN USA),IS CLINICAL,817244010852,,48,SKINCARE,,
ISC-1306.050,IS CLINICAL-NECK PERFECT COMPLEX 50 GR/1.7 OZ (CO:-MADE IN USA),IS CLINICAL,817244010838,0.106,105,SKINCARE,,
ISC-1307.120,IS CLINICAL-TRI-ACTIVE EXFOLIATING MASQUE 4OZ/120 GR (MADE IN USA),IS CLINICAL,81724401163,,95,SKINCARE,,
ISC-1311.015,IS CLINICAL-EYE COMPLEX 15 GR/0.5 OZ (CO:-MADE IN USA),IS CLINICAL,817244010210,0.188,90,SKINCARE,,
ISC-1312.002.20PK,IS CLINICAL- YOUTH COMPLEX 2GE NEW WT 0.07OZ (20 PACK),IS CLINICAL,NO UPC,9.9999,30,SKINCARE,,
